BTC000000000;02/03/24;0.635;-1.268;0.409;-1.737;43.261;-0.360
BTC000000000;01/03/24;-1.968;0.890;-1.433;0.769;53.169;-0.195
BTC000000000;29/02/24;2.091;0.849;-0.382;-1.961;68.104;0.356
BTC000000000;28/02/24;-8.641;0.360;-6.321;2.026;-33.275;-4.513
BTC000000000;27/02/24;-4.490;-9.730;-3.997;-8.749;-15.970;-4.747
BTC000000000;26/02/24;-5.058;-4.524;-6.480;-4.514;-54.824;-7.368
BTC000000000;25/02/24;-0.296;-5.404;0.796;-4.978;-28.456;-1.288
BTC000000000;24/02/24;-1.598;-0.517;-1.461;-0.377;24.861;-0.946
BTC000000000;23/02/24;1.073;-0.315;0.139;-1.395;21.189;-0.112
BTC000000000;22/02/24;1.094;1.019;0.568;1.002;17.568;0.938
BTC000000000;21/02/24;0.790;0.606;-0.343;0.961;11.796;-0.206
BTC000000000;20/02/24;-0.926;1.044;0.060;0.859;-15.282;0.779
BTC000000000;19/02/24;0.680;-0.777;1.834;-1.031;-27.118;0.474
BTC000000000;18/02/24;-0.929;-0.264;-1.007;0.734;-2.054;-0.748
BTC000000000;17/02/24;0.932;-0.362;-1.142;-0.854;11.533;-0.240
BTC000000000;16/02/24;-0.468;0.611;1.975;0.867;35.444;0.777
BTC000000000;15/02/24;-0.185;0.578;-0.589;-0.448;11.412;0.074
BTC000000000;14/02/24;-4.025;-1.563;-3.900;-0.132;-2.517;-2.377
BTC000000000;13/02/24;0.438;-3.352;-1.772;-4.010;2.642;-2.377
BTC000000000;12/02/24;-3.245;0.102;-1.455;0.554;-26.994;-1.718
BTC000000000;11/02/24;-1.131;-3.425;-0.286;-3.494;-20.286;-1.300
BTC000000000;10/02/24;-1.317;-0.936;-1.531;-1.055;46.496;-1.647
BTC000000000;09/02/24;-3.891;-0.008;-3.471;-1.395;4.775;-1.236
BTC000000000;08/02/24;-2.082;-5.254;-2.003;-3.775;-18.102;-4.002
BTC000000000;07/02/24;-2.818;-2.670;-3.497;-2.180;-27.989;-3.620
BTC000000000;06/02/24;-0.899;-2.196;-0.506;-2.759;6.824;-0.729
BTC000000000;05/02/24;-0.294;0.308;-0.687;-0.908;-8.080;-0.389
BTC000000000;04/02/24;0.995;-0.888;-0.137;-0.243;-21.732;0.212
BTC000000000;03/02/24;0.417;0.575;1.653;0.846;21.893;0.509
BTC000000000;02/02/24;-0.238;0.158;-0.690;0.508;25.942;-0.093
BTC000000000;01/02/24;-1.151;-0.426;-1.637;-0.277;18.716;-1.419
BTC000000000;31/01/24;0.841;1.161;0.849;-1.064;-7.154;1.082
BTC000000000;30/01/24;0.832;0.113;1.239;0.714;-1.764;1.144
BTC000000000;29/01/24;-2.937;-1.159;-2.253;0.825;-22.813;-2.180
BTC000000000;28/01/24;0.159;-1.038;-0.361;-2.891;-13.037;-0.534
